GSE,title,oragnism,dataset_type,platform,number_of_samples,ftp,sra_run_selector,bioproject
GSE94613,Promoter-bound METTL3 maintains myeloid leukemia by m6A-dependent regulation of protein translation,Homo sapiens,,['GPL18460'],42,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94613/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA371833,PRJNA371833
GSE64962,Improved transcription and translation with L-leucine stimulation of mTORC1,Homo sapiens,,GPL11154,42,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64962/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA272597,PRJNA272597
GSE162556,Mutations in distinct translation-dependent quality control pathways lead to convergent molecular pathogenesis and neurodevelopmental defects.,Mus musculus,,GPL21103,41,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162556/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA682206,PRJNA682206
GSE135906,Translational initiation in E. coli occurs at the correct sites genome-wide in the absence of mRNA-rRNA base-pairing,Escherichia coli str. K-12 substr. MG1655,,GPL18956,41,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135906/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA560549,PRJNA560549
GSE138643,Stop Codon Context Influences Genome-Wide Stimulation of Termination Codon Readthrough by Aminoglycosides,Homo sapiens,,GPL16791,41,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138643/,,
GSE130781,"Transcriptome (RNA-Seq), translatome (Ribo-Seq), and YB-1/YB-3-bound mRNAs (RIP-Seq) of HEK293T, HEK293TdeltaYB-1, and HEK293T+HA-YB-1 cells",Homo sapiens,,['GPL18573'],41,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130781/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA541324,PRJNA541324
GSE102113,Acetylation of cytidine in messenger RNA,Homo sapiens,,['GPL16791'],41,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102113/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA396698,PRJNA396698
GSE89184,Global analysis of gene expression reveals mRNA superinduction is required for the inducible immune response to a bacterial pathogen,Mus musculus,,GPL13112,41,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89184/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA350544,PRJNA350544
GSE200097,Ribosome profiling and RNA-seq of human corneal epithelial cells upon mild osmotic stress,Homo sapiens,,GPL18573,40,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200097/,,
GSE180794,Analysis of myocardial cellular gene expression during pressure overload reveals matrix based functional intercellular communication ,Mus musculus,,['GPL21626'],40,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE180nnn/GSE180794/,,
GSE141389,Growth Optimized Aminoacyl-tRNA Synthetase Levels Prevent Maximal tRNA Charging,Bacillus subtilis,,GPL18561,40,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141389/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA593256,PRJNA593256
GSE123018,Translational control of cardiac fibrosis (I),Homo sapiens,,GPL11154,40,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123018/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA507253,PRJNA507253
GSE112705,Landscapes of gene translation in hepatocellular carcinoma tumors revealed by ribosome profiling,Homo sapiens,,GPL16791,40,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112705/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA448763,PRJNA448763
GSE93830,Profiling Ssb-Nascent Chain Interactions Reveals Principles of Hsp70-Assisted Folding,Saccharomyces cerevisiae,,GPL13821,40,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93830/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA362545,PRJNA362545
GSE69800,Ribosome profiling analysis of GADD34 null cells,Mus musculus,,GPL17021,40,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69800/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA286792,PRJNA286792
GSE159210,Relaxed initiation pausing of ribosomes drives oncogenic translation,Homo sapiens,,GPL16791,38,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159210/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA667952,PRJNA667952
GSE124558,Differential roles of human PUS10 in miRNA processing and tRNA pseudouridylation,Homo sapiens,,['GPL20795'],38,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124558/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA512491,PRJNA512491
GSE162060,Ribosomal profiling in single cells reveals cell-cycle dependent translational pausing,Homo sapiens; Mus musculus,,['GPL18573'],37,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162060/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA680481,PRJNA680481
GSE74139,A regression-based analysis of ribosome-profiling data reveals a conserved complexity to mammalian translation,Mus musculus,,GPL17021,37,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74139/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA299160,PRJNA299160
GSE157519,Adaptive translational pausing is a hallmark of the cellular response to severe environmental stress,Mus musculus,,GPL13112,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157519/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA661558,PRJNA661558
GSE155727,Transcriptome-wide analysis of mRNA translation and associated post-transcriptional regulatory mechanisms following neuronal membrane depolarisation,Homo sapiens,,GPL18573,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155727/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA655417,PRJNA655417
GSE112187,RPL12/uL11 phosphorylation regulates translation during mitosis,Mus musculus; Homo sapiens,,['GPL17021'],36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112187/,,
GSE103719,"Transcriptome-wide profiling of poly(A)-tail length, translation efficiency and mRNA stability using TED-seq, mRNA-seq, Ribo-seq and PRO-seq in ER stress conditions",Homo sapiens,,GPL18573,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103719/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA406823,PRJNA406823
GSE100048,m6A mRNA methylation controls T cell homeostasis by targeting IL-7/STAT5/SOCS pathway,Mus musculus,,['GPL17021'],36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100048/,,
GSE90056,Translation efficiency is maintained during heat shock in Escherichia coli,Escherichia coli str. K-12 substr. MG1655,,GPL15010,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90056/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA354388,PRJNA354388
GSE69384,Nonsense-Mediated Decay restricts lncRNAs levels in yeast unless blocked by double-stranded RNA structure,Saccharomyces cerevisiae,,['GPL17342'],36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69384/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA285346,PRJNA285346
GSE65885,Ribosome profiling and RNA sequencing of MCF10A-ER-Src and fibroblast cell transformation,Homo sapiens,,GPL11154,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65885/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA275305,PRJNA275305
GSE62148,HuR- dependent regulation of mRNA splicing is essential for the B cell antibody response,Mus musculus,,"['GPL11002', 'GPL13112']",36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62148/,,
GSE48680,Glucocorticoid effect on mRNA translation in childhood acute lymphoblastic leukemia,Homo sapiens,,GPL17426,36,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48680/,,
GSE155087,ZFP36 and ZFP36L1 limit metabolic reprogramming and differentiation of activated mouse CD4+ T cells,Mus musculus,,['GPL13112'],35,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155087/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA648398,PRJNA648398
GSE153346,TRIBE editing reveals specific mRNA targets of eIF4E-BP in Drosophila and in mammals,Drosophila melanogaster; Homo sapiens,,['GPL18573'],35,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153346/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA642123,PRJNA642123
GSE143333,FMRP Control of Ribosome Translocation Promotes Chromatin Modifications and Alternative Splicing of Neuronal Genes Linked to Autism,Mus musculus,,GPL9185,35,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143333/,,
GSE47558,"Nanog, SoxB1 and Pou5f1/Oct4 regulate widespread zygotic gene activation during the maternal-to-zygotic transition",Danio rerio,,GPL14875,35,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47558/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA206070,PRJNA206070
GSE169590,N7-methylguanosine tRNA modification promotes esophageal squamous cell carcinoma tumorigenesis via the RPTOR/ULK1/autophagy axis,Homo sapiens,,"['GPL20795', 'GPL23227']",34,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE169nnn/GSE169590/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA717063,PRJNA717063
GSE140255,Analysis of lacking Nα-terminal acetylation of proteins by NatA and NatB in Saccharomyces cerevisiae on mRNA levels and protein synthesis,Saccharomyces cerevisiae,,GPL13821,34,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140255/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA589056,PRJNA589056
GSE141013,Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes,Homo sapiens,,GPL11154,34,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141013/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA591767,PRJNA591767
GSE115366,Global proteome remodeling during ER stress involves Hac1-driven expression of long undecoded transcript isoforms,Saccharomyces cerevisiae,,GPL17342,34,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115366/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA474715,PRJNA474715
GSE113751,Translational control through differential ribosome pausing during amino acid limitation in mammalian cells,Homo sapiens,,GPL16791,34,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113751/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA453915,PRJNA453915
GSE72064,Genome-wide profilings of transcriptome and translatome in mouse hippocampi after contextual fear conditioning,Mus musculus,,GPL13112,34,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72064/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA292861,PRJNA292861
GSE168595,Codon usage and protein length-dependent feedback from translation elongation to translation initiation and kinetics,Neurospora crassa,,['GPL16164'],33,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168595/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA708348,PRJNA708348
GSE136940,Humans and other commonly used model organisms are resistant to cycloheximide-mediated biases in ribosome profiling experiments,Schizosaccharomyces pombe; Candida albicans; Homo sapiens; Saccharomyces cerevisiae,,4 related Platforms,33,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136940/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA564089,PRJNA564089
GSE151742,Expression of the neuronal tRNA n-Tr20 regulates synaptic transmission and seizure susceptibility,Mus musculus,,['GPL21103'],33,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151742/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA637076,PRJNA637076
GSE125218,Accurate annotation of human protein-coding small open reading frames,Homo sapiens,,['GPL18573'],33,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125218/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA515538,PRJNA515538
GSE178242,Ribosome Profiling Reveals Novel Regulation of C9ORF72 GGGGCC Repeat-Containing RNA Translation,Homo sapiens,,GPL18573,32,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE178nnn/GSE178242/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA737801,PRJNA737801
GSE185572,Ribosome profiling reveals multiple roles of SecA in cotranslational protein export,Escherichia coli,,['GPL25368'],32,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE185nnn/GSE185572/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA769692,PRJNA769692
GSE166783,Ribo-Seq experiments in HCT116 WT and TP53-/- cells upon neocarzinostatin treatment,Homo sapiens,,GPL18573,32,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166783/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA701951,PRJNA701951
GSE185458,"RNA Sequencing and Ribosome profiling of TMA46, STM1 and YGR054W knockout yeast strains",Saccharomyces cerevisiae,,GPL19756,32,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE185nnn/GSE185458/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA769126,PRJNA769126
GSE161301,RNA-Seq and Ribo-Seq analysis of contol and  METTL3 inducible shRNA LNCaP lines with and without doxycycline induction,Homo sapiens,,GPL21697,32,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE161nnn/GSE161301/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA676161,PRJNA676161
GSE142802,"RNA-Seq, Ribo-Seq and iCLIP of P19 cells overexpressing SRSF7",Mus musculus,,['GPL13112'],32,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142802/,,
GSE85864,"Ribosome profiling of human platelets, reticulocytes, and in vitro cell lines",Homo sapiens,,GPL11154,32,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85864/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA339577,PRJNA339577
GSE70804,Profiles of ribosome-associated mRNAs regulated by expression of wild-type (WT) or R534H variant of DDX3 with or without Sodium Arsenite treatment,Homo sapiens,,GPL16791,32,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70804/,,
GSE61012,Principles of ER Co-Translational Translocation Revealed by Proximity-Specific Ribosome Profiling,Saccharomyces cerevisiae; Homo sapiens,,['GPL11154'],32,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61012/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA260073,PRJNA260073
GSE193945,The integrated stress response protects microtubule dynamics to recover from proteotoxic stress,Mus musculus,,GPL24247,31,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193945/,,
GSE143659,p70 S6 Kinase 1-dependent alterations in cortical mRNA translation in fragile X syndrome mice,Mus musculus,,GPL17021,31,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143659/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA601197,PRJNA601197
GSE139036,Disome and trisome profiling reveal targets of ribosome quality control,Saccharomyces cerevisiae,,"['GPL27812', 'GPL17342']",31,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139036/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA578122,PRJNA578122
GSE110342,Impact of G-content on Arabidopsis AtPAB binding and their role in enhancing translational efficiency,Arabidopsis thaliana,,"['GPL23157', 'GPL17639']",31,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110342/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA433501,PRJNA433501
GSE173373,"Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys",Mus musculus,,['GPL17021'],30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE173nnn/GSE173373/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA725264,PRJNA725264
GSE190980,RNA-seq and Ribo-seq of Ythdc2KO and Ythdc2-WLA mutants,Mus musculus,,GPL17021,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190980/,,
GSE130465,Multiplexed functional genomic analysis of somatic 5' untranslated region mutations across the spectrum of human prostate cancer (Ribosome Profiling),Homo sapiens,,GPL16791,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130465/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA540298,PRJNA540298
GSE174154,A photosynthesis operon in the chloroplast genome drives speciation in evening primroses,Oenothera elata subsp. hookeri; Oenothera elata subsp. hookeri x Oenothera grandiflora,,4 related Platforms,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174154/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA728643,PRJNA728643
GSE158044,Activation of the antiviral factor RNase L triggers translation of non-coding mRNA sequences,Homo sapiens,,['GPL16791'],30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158044/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA663848,PRJNA663848
GSE158374,Genes with 5′ terminal oligopyrimidine tracts preferentially escape global suppression of translation by the SARS-CoV-2 NSP1 protein,Homo sapiens,,GPL24676,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158374/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA665035,PRJNA665035
GSE126736,ribosome profiling of cell line models of human breast cancer,Homo sapiens,,GPL16791,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126736/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA523167,PRJNA523167
GSE131111,Translational control of cardiac fibrosis (II),Homo sapiens,,GPL11154,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131111/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA542670,PRJNA542670
GSE108333,Mettl3-mediated mRNA m6A methylation promotes dendritic cell activation,Mus musculus,,['GPL17021'],30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108333/,,
GSE118050,Protein Syndesmos is a novel RNA binding protein that regulates primary cilia formation,Homo sapiens,,"['GPL18573', 'GPL10558']",30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118050/,,
GSE106329,Defining the physiological role of SRP in protein-targeting efficiency and specificity,Saccharomyces cerevisiae,,GPL21656,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106329/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA416316,PRJNA416316
GSE88725,Global analysis of translation termination in E. coli using release factor manipulations,Escherichia coli,,GPL14548,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88725/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA348358,PRJNA348358
GSE83332,Epidermis-specific ribosome profiling to describe the translational landscape of SOX2,Mus musculus,,GPL13112,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83332/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA325618,PRJNA325618
GSE74393,Cotranslational signal independent SRP preloading during membrane targeting,Saccharomyces cerevisiae,,['GPL21656'],30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74393/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA300274,PRJNA300274
GSE66056,MicroRNA-203 represses selection and expansion of oncogenic HRas transformed tumor initiating cells,Mus musculus,,['GPL1261'],30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66056/,,
GSE53693,Identification of small ORFs in vertebrates using ribosome footprinting and evolutionary conservation,Danio rerio,,GPL14875,30,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53693/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA232649,PRJNA232649
GSE148237,Maternal Immune Activation Disrupts Proteostasis in the Fetal Brain,Mus musculus,,GPL19057,29,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148237/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA623564,PRJNA623564
GSE115110,NF-Y controls fidelity of transcription initiation at gene promoters through maintenance of the nucleosome-depleted region,Mus musculus,,GPL19057,29,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115110/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA473812,PRJNA473812
GSE102659,N6-Methyladenosine Guides mRNA Alternative Translation during Integrated Stress Response,Mus musculus,,GPL9185,29,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102659/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA398285,PRJNA398285
GSE49339,m6A-dependent regulation of messenger RNA stability,Homo sapiens,,GPL11154,29,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49339/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA213675,PRJNA213675
GSE143390,Virus-induced codon-specific reprogramming to favor viral RNA translation,Homo sapiens,,GPL16791,28,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143390/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA600267,PRJNA600267
GSE149844,Global Analysis of Translational Reprogramming during Flagellar Regeneration Reveals the Role of Sphingolipid Metabolism in Ciliogenesis and Ciliopathies,Caenorhabditis elegans; Chlamydomonas reinhardtii,,['GPL15922'],28,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149844/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA630259,PRJNA630259
